row,column,original_data,sensitivity_level,protection_status,confidence,sensitive_types
475,ip,ip,No sensible,Estado desconocido,0.1,
476,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
476,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
476,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
476,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
476,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
477,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
477,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
477,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
477,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
477,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
478,email,admin@test.com,No sensible,Estado desconocido,0.1,
478,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
478,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
478,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
478,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
479,email,user@example.org,No sensible,Estado desconocido,0.1,
479,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
479,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
479,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
479,ip,localhost,No sensible,Estado desconocido,0.1,
480,email,email,No sensible,Estado desconocido,0.1,
480,password_hash,password_hash,No sensible,Estado desconocido,0.1,
480,rut,rut,No sensible,Estado desconocido,0.1,
480,telefono,telefono,No sensible,Estado desconocido,0.1,
480,ip,ip,No sensible,Estado desconocido,0.1,
481,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
481,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
481,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
481,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
481,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
482,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
482,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
482,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
482,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
482,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
483,email,admin@test.com,No sensible,Estado desconocido,0.1,
483,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
483,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
483,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
483,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
484,email,user@example.org,No sensible,Estado desconocido,0.1,
484,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
484,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
484,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
484,ip,localhost,No sensible,Estado desconocido,0.1,
485,email,email,No sensible,Estado desconocido,0.1,
485,password_hash,password_hash,No sensible,Estado desconocido,0.1,
485,rut,rut,No sensible,Estado desconocido,0.1,
485,telefono,telefono,No sensible,Estado desconocido,0.1,
485,ip,ip,No sensible,Estado desconocido,0.1,
486,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
486,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
486,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
486,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
486,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
487,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
487,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
487,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
487,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
487,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
488,email,admin@test.com,No sensible,Estado desconocido,0.1,
488,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
488,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
488,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
488,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
489,email,user@example.org,No sensible,Estado desconocido,0.1,
489,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
489,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
489,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
489,ip,localhost,No sensible,Estado desconocido,0.1,
490,email,email,No sensible,Estado desconocido,0.1,
490,password_hash,password_hash,No sensible,Estado desconocido,0.1,
490,rut,rut,No sensible,Estado desconocido,0.1,
490,telefono,telefono,No sensible,Estado desconocido,0.1,
490,ip,ip,No sensible,Estado desconocido,0.1,
491,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
491,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
491,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
491,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
491,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
492,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
492,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
492,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
492,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
492,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
493,email,admin@test.com,No sensible,Estado desconocido,0.1,
493,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
493,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
493,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
493,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
494,email,user@example.org,No sensible,Estado desconocido,0.1,
494,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
494,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
494,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
494,ip,localhost,No sensible,Estado desconocido,0.1,
495,email,email,No sensible,Estado desconocido,0.1,
495,password_hash,password_hash,No sensible,Estado desconocido,0.1,
495,rut,rut,No sensible,Estado desconocido,0.1,
495,telefono,telefono,No sensible,Estado desconocido,0.1,
495,ip,ip,No sensible,Estado desconocido,0.1,
496,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
496,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
496,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
496,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
496,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
497,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
497,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
497,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
497,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
497,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
498,email,admin@test.com,No sensible,Estado desconocido,0.1,
498,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
498,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
498,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
498,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
499,email,user@example.org,No sensible,Estado desconocido,0.1,
499,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
499,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
499,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
499,ip,localhost,No sensible,Estado desconocido,0.1,
500,email,email,No sensible,Estado desconocido,0.1,
500,password_hash,password_hash,No sensible,Estado desconocido,0.1,
500,rut,rut,No sensible,Estado desconocido,0.1,
500,telefono,telefono,No sensible,Estado desconocido,0.1,
500,ip,ip,No sensible,Estado desconocido,0.1,
501,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
501,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
501,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
501,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
501,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
502,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
502,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
502,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
502,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
502,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
503,email,admin@test.com,No sensible,Estado desconocido,0.1,
503,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
503,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
503,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
503,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
504,email,user@example.org,No sensible,Estado desconocido,0.1,
504,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
504,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
504,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
504,ip,localhost,No sensible,Estado desconocido,0.1,
505,email,email,No sensible,Estado desconocido,0.1,
505,password_hash,password_hash,No sensible,Estado desconocido,0.1,
505,rut,rut,No sensible,Estado desconocido,0.1,
505,telefono,telefono,No sensible,Estado desconocido,0.1,
505,ip,ip,No sensible,Estado desconocido,0.1,
506,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
506,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
506,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
506,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
506,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
507,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
507,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
507,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
507,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
507,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
508,email,admin@test.com,No sensible,Estado desconocido,0.1,
508,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
508,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
508,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
508,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
509,email,user@example.org,No sensible,Estado desconocido,0.1,
509,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
509,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
509,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
509,ip,localhost,No sensible,Estado desconocido,0.1,
510,email,email,No sensible,Estado desconocido,0.1,
510,password_hash,password_hash,No sensible,Estado desconocido,0.1,
510,rut,rut,No sensible,Estado desconocido,0.1,
510,telefono,telefono,No sensible,Estado desconocido,0.1,
510,ip,ip,No sensible,Estado desconocido,0.1,
511,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
511,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
511,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
511,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
511,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
512,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
512,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
512,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
512,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
512,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
513,email,admin@test.com,No sensible,Estado desconocido,0.1,
513,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
513,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
513,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
513,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
514,email,user@example.org,No sensible,Estado desconocido,0.1,
514,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
514,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
514,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
514,ip,localhost,No sensible,Estado desconocido,0.1,
515,email,email,No sensible,Estado desconocido,0.1,
515,password_hash,password_hash,No sensible,Estado desconocido,0.1,
515,rut,rut,No sensible,Estado desconocido,0.1,
515,telefono,telefono,No sensible,Estado desconocido,0.1,
515,ip,ip,No sensible,Estado desconocido,0.1,
516,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
516,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
516,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
516,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
516,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
517,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
517,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
517,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
517,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
517,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
518,email,admin@test.com,No sensible,Estado desconocido,0.1,
518,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
518,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
518,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
518,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
519,email,user@example.org,No sensible,Estado desconocido,0.1,
519,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
519,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
519,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
519,ip,localhost,No sensible,Estado desconocido,0.1,
520,email,email,No sensible,Estado desconocido,0.1,
520,password_hash,password_hash,No sensible,Estado desconocido,0.1,
520,rut,rut,No sensible,Estado desconocido,0.1,
520,telefono,telefono,No sensible,Estado desconocido,0.1,
520,ip,ip,No sensible,Estado desconocido,0.1,
521,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
521,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
521,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
521,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
521,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
522,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
522,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
522,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
522,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
522,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
523,email,admin@test.com,No sensible,Estado desconocido,0.1,
523,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
523,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
523,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
523,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
524,email,user@example.org,No sensible,Estado desconocido,0.1,
524,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
524,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
524,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
524,ip,localhost,No sensible,Estado desconocido,0.1,
